video_id,comments
TOzlYRQmnQQ,"['i hate when people put music over there videos.', 'Ethan, a white man, talking about ""extremely white"" music only for it to be revealed as Juice Wrld lmfao 🙄', 'That beat is nice', 'Ethan is so loud his dad can probably still hear him 😂😂😂', 'https://youtube.com/channel/UCFnc2f_MlP2Jtj7EXLztOAw', '10:30', 'Simon lookin kinda fat', '6:36 when ethan and jj both sang it at the same time i died', 'Lol anyone watching this in 2022 and laughing when JJ said fuck you to the guy that backed Logan in the fights? Kind of sick that they are best mates now', '4:45 what song are they singing??']"
QZnn-nSaQnQ,"['12:47 wtf is that laugh mate XD [VIK]', 'i love the way harry always answers at the beginning with ""ooooooooh""', '13:13 I just love how surprised Harry sometimes is with his own genius', 'Lol why jj is on the bad team a lot 💀 old. Stupid. Not funny lol Josh remembers', 'Omg the booty walk 😂', 'Thumbnail at 5:28 lol', ""The sea isn't blue. Its clear"", 'Vik is color blind ethan cant ryhm , josh is into some weird stuff and harry is the best at this game', '5:15 Ethan is so proud of himself , as he should be .', 'Vik sounding like a child getting their toy taken away from them at 14:50 😂']"
dtNIbIedChg,"['Sidemen Make A Song In 24 Hours Challenge\r\nhttps://www.youtube.com/watch?v=YyYnll7LjW4&t=', '0:43 Dimzy - Lets Lurk flow', 'Omfg Tobi is amazing', 'Tobi ❤️', 'sidemen carried this his flow is easily the best in the sidemen', 'Still weird jjs mom watches him fuck', 'Tobi bro on every song he give me tingels', 'jj and tobi is really a rapper', 'both songs were bangers, but merry merry christmas just topped it', 'At 1:13 JJ\'s ""LOL"" always has me cracking up']"
h1JKzHPCGso,"['Sidemen Make A Song In 24 Hours Challenge\nhttps://www.youtube.com/watch?v=YyYnll7LjW4&t=', 'Coming back after three years and not even during Christmas, I still think that out of the four songs this is my favorite', ""Johny Bairstow got flow, can't lie."", 'actually slaps more than the gift but not christmas drillings', ""Came here to listen Harry's verse❤️"", 'POV: your listening to this 3 years later', 'Last', 'LAST', 'Harry really wanted to say ""Merry Christmas KSI, you silly baboon""', 'Adunugs still fiending']"
M3lBGghZbeE,"['This is so funny when JJ throws the phone', 'I like when they sit in order like the 1st round', 'the siri had me dying🤣🤣🤣🤣🤣', 'Lol I’m dying hahaha!!😂🤣😂🤣😭', '12:30 THIS IS THE BEST 3 SECONDS LMFAOOOO 😭😭I CSNT BREATHE', '5:01 LMFAOOOOO ETHANS WHEEZE😭😭😭😭\n11:30 😂😂', 'Every time Vik: Can I have 1 more?\n\nThis just proves that he is uncomfortable looking at people when they speak a.k.a. Social anxiety', '5:03 the funniest Ethan ever', '8:14 12:30 17:38 20:16 20:38', 'Hmmm😮😢']"
0zpM4usppOU,"['32:55', 'JJ throwing cash is like old people throwing bread crumbles to pigeons', ""U can see that ksi's cash throwing is a ceremony in india"", '39:41 jj sounds like when you let go of a balloon and it flys away', '4:08 just look how the women take the money before the men😂', 'Can we somehow get the hypeman back for one video?', 'That money vid was just a fat ego boost for JJ', 'Ksi ruins videos', '2:35', 'I hope jj never changes he is acc iconic THE SIDEMEN ARE ICONIC']"
HoUgEsJleUw,"[""I personally love the bingo videos, but I'm weird like that, don't like the 20v and Tinder videos at all"", 'lmao, this channel might actually get 10 mil before faze', '3 years later they made a top 10 christmas song', 'Not being racist but i could not see Tobi for most part of the video.', 'They said they were going to beat faze and they did they now have 17.2million subscribers and faze only has 8.64 so well done sidemen you are always going to be successful so keep up the fantastic work on all channels', '6:36 Well that didn’t age well!', 'Oh dear oh dear 😂', '5:28', '9:26 🤣🤣', '9:18']"
Nw12aLEiMpk,"['Mark Rober did do a video about black balls though. JJ spot on, it became a big thing in the US a few years back because of lack of drinking water etc', ""that h3h3 thing aged like milk, it'd be boomer now"", 'this list is so fucked', 'the whole point of the vid is for the sidemen to rate the youtubers not there views jesus christ', 'Nelk was on YouTube before sidemen and they go, “new school just gotta give them some time” they are the only og prank channel that didn’t die off', ""mark rober deserves bae he's such a goat but it seems like the none of the sidemen have watched his videos"", ""This didn't age well 😂"", 'L for putting markipler on boomer', ""having keemstar at the top is the most delusional thing i think i've ever seen"", 'Ethans smoking spice how could boomer come put of his mouth when talking about vanoss gaming😂😂😭😭to this day he’s making better content than 75% of the list']"
eFKd5jCZ0V4,"['I did not realize how much taller viddal was compared to jj', '4:58 when you and the best mate link up after the quarantine is officially up', '18:50 u can tell that was scripted coz how come ethan saw that guy wearing sdmn merch whilst he was looking down, and even pointed without looking. Or maybe im wrong', '🤣🤣🤣🤣🤣🤣🤣🤣😂😂', 'You can’t replace people but you can replace dogs', 'What’s the name of the video at 4:38?', 'Yah vik is feeling kids  den when his done he says”let’s go again”', '28:43 what video is that from', 'Omg that blind guy part I felt so sad for the girl but can’t help\nIt’s prob fake', 'What video was that where Simon saw his friend after his friend did his service? 4:57']"
1RN3e2VjrY0,"['24:08 no Simon you are racist', ""Well, i'm a fan of Rizzle Kicks, so it's logical that i'm always late."", 'Harry in this video is still very young tho …it’s just that he became an adult…young adult…I am 17 years old  and  think 23 is still young😂 .', ""ethan's drawing looks like missy elliot"", 'Sticky Vikki 😂', '20:30 Harry’s funny 😂', 'Lmfao his forehead grew💀', ""Bro why didn't they draw the channel names for Tobi and Harry?\nHarry's is literally 3 characters man so easy\nBut damn seeing them as fetuses and with prepubescent voices is mad"", 'ت', 'He couldn’t draw tobi a fade or something 😂😂😂']"
7CmPRrtzMrU,"['https://youtu.be/7CmPRrtzMrU?t=1392', 'Por🎉 vid back ground 11:43 😅', '9:48\n\n8:08', '#16:58 he doesn’t know what that means doesn’t he??😂😂😂😂😂😂😂😂😂', 'JJ thinking puta madre means like beautiful or amazing in reality it means mother fucker', 'Buta madra means your mums a bitch', 'I love how gassed they get about the mountain lol', 'I like Freezys room tour vlog that wasn’t in the og video', 'Yeah I would definitely prefer this holiday 🤩', 'This is the video i watch everynight to fall asleep lol ive seen the vid so many times im building up the views hahahha']"
hCTEHXtl9f0,"['The whole vibe changed at 52 minutes 😂 awesome rewatching this again', 'Trick to win the claw machine game center the claw over the stuffed animal you want than drop the claw one the claw hooks the one you want press that button again to secure the claw around it otherwise you will lose every single time.', 'This was the first instance of where they realized it’s not the bad team just the cheap team. I always come back and watch this video and it’s just a banger🙌', 'Looked like a right laugh this I’d well rather of gone on a night out😂', 'Perfect ""Bad Team"" Ending planed by Josh', '20:30 look how dead Ethan looks here, man has gotten his soul sucked out of him', 'Purple team no Ethan vick simon', '5:10 🤣🤣', 'this team defenetely had the vibe of happiness while the other team just had a expensive house', ""0:20 Real Life NPC Character (Vikk's) Entery was savage .😂😂""]"
i8CsPYuBLws,"['The Gods not real line is so good. The more times I hear it the better it gets', 'i think my favorite scene was when jj, tobi and harry go onto the boat and see lux and call.. it is so wholesome how happy they are to see them :D', ""Ethan's face when the baby is crying on the plane is just so funny, lol"", 'tbh I hated how 95% of the time JJ was in the good teams Elthan and Harry getting funked over lol', 'Does anyone reckon that ball towards the end of the video has been found?', 'Goated compilation!', 'I dont get the part at 13.14 was talia in relationship with simons friend?', '45:23 This makes me laugh every single time. KSI is our kind of guy.', 'harry’s head is indestructible', 'Girls: Boys don’t experience true heart break\n\nBoys: 4:15']"
NPD4W9qBBUw,"['JJ manifested in this video to have his statue at madam tussauds and 3 years later he has one ! 🔥🔥🔥', 'Hi', '18:02 omg Harry 😂\n22:13 haha', 'Can we run that back he curd stomped someone', 'that money can buy happiness question i reckon it can cuz if youve a beour and you buy her something shes gunna be happy which would make me happy🙃', 'I Love The MoreSidemen Couch Content!!!', 'yea ur insides r fucked', ""that 3 some question, I'd def go with SIMON"", '16:24 manifested that madam Tussauds dream', ""Ngl but 2019 - 2020 Ethan was pretty annoying but he's become one of my favorite since then🙌🏼🙌🏼 Daddy Behz""]"
iMs5vk2HHAQ,"['All this time, I’ve just wanted to know what spell Harry used at 2:49😂😂🤣', 'Can we just talk about the fact he said he literally wipes his shit with his hand and the girl said yes lol', 'id let harry shit on my chest', ""What did he say at 2:45 .. it's sooo hyped up now.. what is itttt"", 'To this day, still nobody knows what Harry said in the Back To School vid', 'Aww Harry always gets bad presents', ""Petition to release atleast a subtitle of Harry's magic spell words."", ""What's the magic spell ?! 👀"", ""Harry is my fav, KSI is 2nd, Tobi is 3rd, Simon is 4th, Vik is 5th, Ethan is 6th & Josh is 7th.\n\nI literally don't understand a word spoken by Josh. Vik stretch his mouth so much which makes English accent terrible. \n\nKSI is by far most hilarious and easy to listen cum understand type of guy unlike other sidemen. \n\nLesson to sidemen: Pls learn from KSI how to speak in a calm way for viewers outside UK can understand. I skip video when any sidemen speaks fast. That's boring."", 'LEGEND']"
Bs8Lt7YOsZM,"['It’s been 2 years still pisses me off that Ethan playing on his phone', 'Josh looks like the translator for death people', 'Shoulda played the song instead', ""im okay 👍 thanks so much and sorry for four other than you know what I've had for years"", 'JJ is a fraud', ""So Is this proof ksi doesn't write his own music because he should know all his own music makes no sense other than he didn't write it just performs it"", '4:55 one for my mum and pokemon go', 'Yo hi 👋', 'ethan wanted smoke all video.', 'Ngl I’m want a part 4']"
PgrzLeqFupI,"['5:21', 'im jake and logan pauls fan they are perfect people', '34:00 The Best Feat EDEN', 'What tf were Jake and Logan wearing at that press conference bro 😂😂😭😭', 'SUBSCRIBE TO TECHNOBLADE VIKKSTAR SIDEMEN MORESIDEMEN SIDEMENREACTS', 'Shannon just happy to get a dictionary', 'Youtube Data Analytics', 'Yo Harry is a dinosaur', '1:40 when you find the word penis in the school dictionary', '1:41 me showing my friend the word ""dick"" in the dictionary']"
Atp_tHekXPg,"['Game name?', '0:03 (me in maths)', 'Vik', '4:24 and 5:29 and 7:21\nwhat was tobi’s laughXD', 'What is the song name of the outro by KSI?', 'This title confirms that the canon singular version of Sidemen is Sideman.', 'Big Papa Ethan', 'Never heard anyone called Neapolitan Ice cream “red, yellow, brown” 😂😂 it’s pink and white mate, wtf', 'Black Panther - Tobi, Black, Fast\nHulk - Ethan, \nIron Man - Vik, Rich, Techy\nCaptain America - Josh, Old, Captain Price\nThor - Harry, Blonde, \nBlack Widow - Simon, Girl', '0:36 ""I don\'t think we should be putting people in boxes like that""...😄Harry\'s adorable and I actually agree.']"
P2N-n2c5YoE,"['I am playing with my todger, it was cold.', 'Omgg..... Mr. Fatneek(JJ) Is Foumd to Be in His Stupid self In this Video ..... He is a D***Head!!!', 'That’s so funny when JJ Just said Tom Hanks', 'The one time Simon has lost scissors paper rock', 'Evidence simon has lost rock paper scissors... keep this clip saved', 'That’s so funny when JJ When he is just said \nTom hanks 😂🤣🤣😅😆💗💕❤️\u200d🔥🔝🟢 \nI cannot stop laughing 🔯💘❤️\u200d🔥❌🚫💯🚭🚬🚬🔫💪🔫', 'Why is jjs arse so fat in this videos', 'Pushion is a word though', 'Vik wtf', 'All these years later Vik still didn’t nod at all on grind']"
djBudPUyt3M,"['15:08', '19:53 Every irish person is fecking fuming because the last thing we want  is to be part of the UK', 'Cory and Cody are the twins? No Cory and Coby are twins', 'im okay 👍 thanks so much', 'There is a dude perfect editor named chad so that ain’t right', 'I did well on the questions but I can’t recognise the photos 😫', 'Susan Wojcicki', '4:05 is a cute lil moment between vik and ksi', 'GOD IS GOOD ❤️🙏🏻 GOD loves you ❤️💕', 'Coby and Cory are the twins']"
